SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
FDC, EQ, 03-Jul-2020,269.8,270.9,272,262.55,265,266.1,266.73,439597,1172.54,8955,221411,50.37
FEDERALBNK, EQ, 03-Jul-2020,53.55,53.9,53.95,52.55,53,53,53,16304999,8642.31,31747,2767575,16.97
FEL, EQ, 03-Jul-2020,16.45,17,17.2,15.65,15.65,15.65,16.02,1029597,164.95,2508,755796,73.41
FELDVR, EQ, 03-Jul-2020,17.9,18.7,18.7,17.05,17.05,17.05,17.56,116133,20.39,366,85701,73.8
FELIX, SM, 03-Jul-2020,19.4,20.25,20.25,20.25,20.25,20.25,20.25,4000,0.81,1,4000,100
FIEMIND, EQ, 03-Jul-2020,407.85,408,426,407.85,409.95,411.7,416.03,113602,472.62,4342,28567,25.15
FILATEX, EQ, 03-Jul-2020,26.85,26.55,27.05,26,26,26.15,26.31,308723,81.23,1281,203363,65.87
FINCABLES, EQ, 03-Jul-2020,290.95,290.95,298.5,290.95,293,292.4,294.47,73916,217.66,2214,44183,59.77
FINEORG, EQ, 03-Jul-2020,1867,1880,1894.05,1861,1876.25,1882.55,1877.23,8929,167.62,1679,4392,49.19
FINPIPE, EQ, 03-Jul-2020,496.7,498.1,504,491,494.4,494.65,497.4,14952,74.37,1633,8197,54.82
FLEXITUFF, BE, 03-Jul-2020,8.6,8.2,9,8.2,8.75,8.35,8.37,51255,4.29,123, -, -
FLFL, EQ, 03-Jul-2020,163.45,169.5,169.5,155.3,155.3,155.3,160.34,878320,1408.26,9771,510982,58.18
FLUOROCHEM, EQ, 03-Jul-2020,356.75,353.25,370,351.55,358.5,358,357.13,10615,37.91,620,6363,59.94
FMGOETZE, EQ, 03-Jul-2020,389.75,385.45,394,380.4,381.15,381.65,384.24,1108,4.26,254,684,61.73
FMNL, EQ, 03-Jul-2020,27.85,28.4,28.45,26.5,26.5,26.5,27.12,152172,41.26,721,115546,75.93
FORCEMOT, EQ, 03-Jul-2020,964.6,974,993.4,955.05,964.2,965.35,973.95,78375,763.34,5673,19085,24.35
FORTIS, EQ, 03-Jul-2020,128.3,129,131.25,126.1,126.65,126.75,127.9,2249177,2876.79,10491,1313402,58.39
FOSECOIND, EQ, 03-Jul-2020,1016.45,1021.5,1037.35,1018,1022,1023.8,1023.97,773,7.92,53,693,89.65
FOURTHDIM, SM, 03-Jul-2020,7.95,8.3,8.3,8.3,8.3,8.3,8.3,2000,0.17,2,2000,100
FRETAIL, EQ, 03-Jul-2020,142,149.1,149.1,135.5,137.45,136.6,141.77,12435273,17630.1,103019,6281724,50.52
FSC, EQ, 03-Jul-2020,193.2,202.85,202.85,192,202.85,202.85,201.02,237036,476.5,2499,129603,54.68
FSL, EQ, 03-Jul-2020,36.55,36.8,37.5,36.55,36.65,36.75,36.97,1415333,523.19,4620,539293,38.1
GABRIEL, EQ, 03-Jul-2020,93.65,93.95,96.5,91.5,94.3,94.15,93.52,113098,105.77,2584,51818,45.82
GAEL, EQ, 03-Jul-2020,142,142.2,142.95,140.05,140.5,140.55,141.32,32254,45.58,657,21149,65.57
GAIL, EQ, 03-Jul-2020,103.5,104.5,105.8,103,104.8,104.9,104.6,10704732,11197.1,47877,2622109,24.49
GAL, BE, 03-Jul-2020,3.95,4.1,4.1,3.8,3.8,3.8,3.91,66810,2.61,160, -, -
GALAXYSURF, EQ, 03-Jul-2020,1548.15,1569,1613.5,1565,1603,1601.65,1589.9,50634,805.03,3429,22669,44.77
GALLANTT, EQ, 03-Jul-2020,31.8,32.5,32.55,30.6,31.35,31.1,31.54,13102,4.13,179,10526,80.34
GALLISPAT, EQ, 03-Jul-2020,29,29.05,30.9,28.6,29.8,29.5,29.57,66716,19.73,521,35920,53.84
GAMMNINFRA, BE, 03-Jul-2020,1.05,1,1,1,1,1,1,2700989,27.01,1058, -, -
GANDHITUBE, EQ, 03-Jul-2020,193.05,193.2,193.2,191,192.45,191.2,191.51,5714,10.94,242,4439,77.69
GANECOS, EQ, 03-Jul-2020,216.7,213.3,217.7,207.55,213.75,213.85,213,3454,7.36,225,2314,66.99
GANESHHOUC, BE, 03-Jul-2020,27.2,26.8,26.8,25.85,25.85,25.85,25.95,17178,4.46,107, -, -
GANGAFORGE, SM, 03-Jul-2020,11.45,11,11,11,11,11,11,6000,0.66,1,6000,100
GANGESSECU, EQ, 03-Jul-2020,32.9,33.95,33.95,32.1,32.15,32.25,32.35,871,0.28,18,671,77.04
GARDENSILK, BE, 03-Jul-2020,15.55,16.3,16.3,14.8,16.1,16.2,16.16,136991,22.14,346, -, -
GARFIBRES, EQ, 03-Jul-2020,1395.85,1415,1470,1406.3,1420,1427.3,1433.42,17112,245.29,1836,12582,73.53
GATI, EQ, 03-Jul-2020,43.45,44.05,44.4,42.4,42.55,42.6,42.96,583541,250.68,3484,347175,59.49
GAYAPROJ, BE, 03-Jul-2020,15.35,16.1,16.1,15.5,16.05,16.1,16.03,592564,94.98,1068, -, -
GBGLOBAL, BE, 03-Jul-2020,4.75,4.95,4.95,4.8,4.95,4.95,4.95,9500,0.47,7, -, -
GDL, EQ, 03-Jul-2020,86.05,87,87.6,86,87.45,87.05,86.84,61930,53.78,921,47146,76.13
GEECEE, EQ, 03-Jul-2020,69,68.5,70.55,68,68.7,68.75,69.29,31446,21.79,374,3477,11.06
GEEKAYWIRE, EQ, 03-Jul-2020,70.65,70,70.9,67.4,70.8,70.8,70.16,6303,4.42,46,5421,86.01
GENESYS, EQ, 03-Jul-2020,39.5,37.55,41,37.55,38.3,37.75,38.02,195622,74.38,904,121762,62.24
GENUSPAPER, EQ, 03-Jul-2020,6.5,6.2,6.2,6.2,6.2,6.2,6.2,228949,14.19,209,228949,100
GENUSPOWER, EQ, 03-Jul-2020,23.75,23.75,24,23.2,23.45,23.3,23.58,183012,43.16,522,154321,84.32
GEOJITFSL, EQ, 03-Jul-2020,36.4,36.2,37.7,36.05,37.6,37.35,36.92,546860,201.88,3876,396545,72.51
GEPIL, EQ, 03-Jul-2020,460.95,467,469.85,460.05,467,468.1,465.84,20321,94.66,1768,9949,48.96
GESHIP, EQ, 03-Jul-2020,212.15,215.25,215.25,209.5,214,212.8,212.87,250038,532.24,15238,175457,70.17
GET&D, EQ, 03-Jul-2020,76.95,79.8,80.75,78,80.75,80.75,80.35,152784,122.76,1068,111026,72.67
GFLLIMITED, EQ, 03-Jul-2020,101.5,101.6,102.9,99,99,100,100.94,21770,21.97,564,13440,61.74
GFSTEELS, BE, 03-Jul-2020,3.65,3.8,3.8,3.5,3.75,3.8,3.59,3460,0.12,32, -, -
GHCL, EQ, 03-Jul-2020,141.45,142.5,145.2,140.05,143.85,144.5,143.16,208814,298.94,3071,100779,48.26
GICHSGFIN, EQ, 03-Jul-2020,98.65,98.5,98.65,95,95.05,95.55,96.21,2114489,2034.34,18946,440135,20.82
GICL, SM, 03-Jul-2020,21.9,22.8,22.8,22.8,22.8,22.8,22.8,6000,1.37,1,6000,100
GICRE, EQ, 03-Jul-2020,152.5,152.75,156.45,150.5,153.2,153.75,153.81,439497,676,6386,158167,35.99
GILLANDERS, BE, 03-Jul-2020,30.2,28.75,31,28.7,28.7,28.7,28.94,1069,0.31,15, -, -
GILLETTE, EQ, 03-Jul-2020,5192.5,5298,5298,5120,5121.7,5144,5195.52,13142,682.8,3193,6745,51.32
GINNIFILA, BE, 03-Jul-2020,13.45,13.8,13.8,12.8,12.8,12.8,12.98,81070,10.52,233, -, -
GIPCL, EQ, 03-Jul-2020,71.65,72.45,72.45,69.8,70.75,70.9,71.03,280290,199.1,1960,167804,59.87
GKWLIMITED, EQ, 03-Jul-2020,469.7,489.7,499.95,459.9,495,486.8,490.69,353,1.73,53,251,71.1
GLAXO, EQ, 03-Jul-2020,1466.25,1479.85,1486.15,1460.5,1465,1466.1,1474.87,19597,289.03,3159,10384,52.99
GLENMARK, EQ, 03-Jul-2020,435.25,436.1,439.5,430.5,431.3,432.7,433.3,3320448,14387.39,56862,821149,24.73
GLOBAL, SM, 03-Jul-2020,143.8,143.8,149.5,143.8,149.5,149.5,145.9,8000,11.67,7,6000,75
GLOBALVECT, EQ, 03-Jul-2020,57.3,57.5,58.8,56,56.2,56.15,56.8,21230,12.06,328,13890,65.43
GLOBE, SM, 03-Jul-2020,37.25,39.1,39.1,39.1,39.1,39.1,39.1,50000,19.55,5,50000,100
GLOBUSSPR, EQ, 03-Jul-2020,125.7,126.9,127.65,125,126,126.5,126.55,60276,76.28,970,39656,65.79
GMBREW, EQ, 03-Jul-2020,410,411.95,416,404.2,404.2,404.95,408.58,24908,101.77,1267,9794,39.32
GMDCLTD, EQ, 03-Jul-2020,40.7,41.1,41.3,40.3,40.5,40.45,40.58,651995,264.59,6556,375020,57.52
GMMPFAUDLR, EQ, 03-Jul-2020,4213.1,4224.95,4263.5,4205,4235,4228.75,4229.21,11197,473.55,1684,7002,62.53
GMRINFRA, EQ, 03-Jul-2020,21.1,21.3,21.65,20.75,21.6,21.5,21.31,18737330,3992.5,39561,5909764,31.54
GNA, EQ, 03-Jul-2020,189.6,190.25,194.3,188.3,188.3,189.35,190.72,40990,78.18,1440,13253,32.33
GNFC, EQ, 03-Jul-2020,153.95,154.1,155.9,153.3,154.7,154.3,154.72,348544,539.28,4413,123100,35.32
GOACARBON, EQ, 03-Jul-2020,223.75,226.7,246.1,224.1,230.2,231.5,235.38,204220,480.68,5723,55172,27.02
GOCLCORP, EQ, 03-Jul-2020,177.35,184.3,184.3,172,175.6,173.1,175.52,2083,3.66,208,1284,61.64
GODFRYPHLP, EQ, 03-Jul-2020,983.7,985.05,990,978,978,981.75,982.14,28263,277.58,2272,12931,45.75
GODREJAGRO, EQ, 03-Jul-2020,435.4,436,438.5,431.15,434,433.65,434.42,69840,303.4,2781,37350,53.48
GODREJCP, EQ, 03-Jul-2020,696.9,701,718.9,695.15,716.7,717.3,708.71,2286821,16206.85,41985,589508,25.78
GODREJIND, EQ, 03-Jul-2020,400.6,397.55,403.95,391.6,393.9,393.75,395.1,90651,358.16,4490,53887,59.44
GODREJPROP, EQ, 03-Jul-2020,866.7,866.6,897.7,866.6,897.5,894.2,888.02,608015,5399.27,26944,114989,18.91
GOENKA, BZ, 03-Jul-2020,1.7,1.75,1.75,1.65,1.65,1.65,1.69,1136432,19.21,713, -, -
GOKEX, EQ, 03-Jul-2020,39.35,40.3,42.45,39.2,40.3,40.35,40.54,234996,95.26,1977,122301,52.04
GOKUL, EQ, 03-Jul-2020,18.25,19.15,19.15,19.15,19.15,19.15,19.15,41504,7.95,59,41502,100
GOKULAGRO, EQ, 03-Jul-2020,15.95,16.05,16.25,15.2,15.65,15.4,15.63,77479,12.11,249,61533,79.42
GOLDBEES, EQ, 03-Jul-2020,42.24,42.29,42.49,42.15,42.15,42.2,42.25,5033485,2126.83,8595,3795717,75.41
GOLDENTOBC, EQ, 03-Jul-2020,26.55,27.75,27.75,26.55,26.55,26.9,27.03,5697,1.54,87,2942,51.64
GOLDIAM, EQ, 03-Jul-2020,103.8,105.8,107,102.65,104.45,103.8,104.47,25365,26.5,992,13059,51.48
GOLDSHARE, EQ, 03-Jul-2020,4397.55,4400,4410,4380.05,4386,4388.7,4391.49,1316,57.79,247,1000,75.99
GOLDTECH, EQ, 03-Jul-2020,8.95,8.6,8.85,8.5,8.75,8.65,8.64,37374,3.23,107,24698,66.08
GOODLUCK, EQ, 03-Jul-2020,39.35,39.35,39.85,39,39.05,39.25,39.32,26709,10.5,395,15563,58.27
GPIL, EQ, 03-Jul-2020,167.15,168.35,170.3,161.2,163,163.1,165.51,32319,53.49,1176,20580,63.68
GPPL, EQ, 03-Jul-2020,79.05,79.45,79.6,77.55,77.65,77.75,78.07,186186,145.35,1850,133251,71.57
GPTINFRA, EQ, 03-Jul-2020,24.35,26.75,26.75,26.75,26.75,26.75,26.75,100109,26.78,576,92853,92.75
GRANULES, EQ, 03-Jul-2020,207.8,209.3,214,207.5,208.7,209,209.67,2434422,5104.32,21640,846746,34.78
GRAPHITE, EQ, 03-Jul-2020,188.9,189.9,194.4,188.15,188.6,189.6,191.25,537831,1028.6,8591,191552,35.62
GRASIM, EQ, 03-Jul-2020,617.95,623.8,630,613.5,629.9,628.15,623.62,2066551,12887.49,34768,626986,30.34
GRAVITA, EQ, 03-Jul-2020,45.85,45.85,47,43.8,45,44.55,45.05,122552,55.22,1252,49967,40.77
GREAVESCOT, EQ, 03-Jul-2020,86.6,87,87.45,85.5,85.7,86.05,86.64,1215040,1052.72,9096,130514,10.74
GREENLAM, EQ, 03-Jul-2020,794.45,805,814.8,777.1,777.1,782.65,799.38,1681,13.44,182,1134,67.46
GREENPANEL, BE, 03-Jul-2020,38.2,39.5,40.05,37.1,37.5,37.85,38.38,17361,6.66,86, -, -
GREENPLY, EQ, 03-Jul-2020,88.15,89.3,90.4,86.6,89.2,89.1,88.95,350414,311.68,4080,144710,41.3
GREENPOWER, EQ, 03-Jul-2020,2.7,2.6,2.6,2.6,2.6,2.6,2.6,1433893,37.28,1301,1403881,97.91
GRINDWELL, EQ, 03-Jul-2020,492.95,496,498.6,486,487.1,487,490.51,12042,59.07,1281,7510,62.37
GROBTEA, EQ, 03-Jul-2020,419.05,415,435,390.05,435,409.15,406.83,359,1.46,72,180,50.14
GRPLTD, EQ, 03-Jul-2020,650,654,662,640,649.95,649.95,650.93,234,1.52,22,205,87.61
GRSE, EQ, 03-Jul-2020,217.4,220.35,224,216.5,218.1,219.3,219.47,385429,845.88,7428,107156,27.8
GSCLCEMENT, EQ, 03-Jul-2020,29.5,29.35,32.55,29.35,32.35,31.85,31.27,1424577,445.48,4232,560280,39.33
GSFC, EQ, 03-Jul-2020,54.55,54.85,55.1,54,54.1,54.35,54.65,471610,257.75,2193,232370,49.27
GSPL, EQ, 03-Jul-2020,225.05,225.8,225.8,219.2,221.7,221.6,221.27,633260,1401.2,56050,402237,63.52
GSS, EQ, 03-Jul-2020,26.3,26.6,26.6,25.5,25.6,25.6,25.84,16366,4.23,185,9035,55.21
GTLINFRA, BE, 03-Jul-2020,1.25,1.2,1.2,1.2,1.2,1.2,1.2,6881119,82.57,2086, -, -
GTNIND, BE, 03-Jul-2020,10.95,10.5,10.5,10.45,10.45,10.45,10.47,1279,0.13,9, -, -
GTNTEX, EQ, 03-Jul-2020,6.6,6.6,6.6,6.3,6.3,6.3,6.4,4517,0.29,73,4517,100
GTPL, EQ, 03-Jul-2020,66.6,66.6,69.9,66.55,69.9,69.75,68.72,131981,90.7,853,113459,85.97
GUFICBIO, EQ, 03-Jul-2020,77.5,79.7,80.4,76.7,77.5,77.45,78.42,101643,79.71,1290,63705,62.68
GUJALKALI, EQ, 03-Jul-2020,328,329,336,328.55,332.15,330.9,331.94,63860,211.98,2333,26155,40.96
GUJAPOLLO, EQ, 03-Jul-2020,180.15,177.2,184,176.75,180.5,180.05,179.97,9692,17.44,467,6127,63.22
GUJGASLTD, EQ, 03-Jul-2020,321,326,327.25,318.25,321.4,322.1,321.68,705033,2267.93,15291,281968,39.99
GUJRAFFIA, BE, 03-Jul-2020,13.35,13.35,13.35,12.7,13.15,13.15,13.03,1779,0.23,11, -, -
GULFOILLUB, EQ, 03-Jul-2020,575.8,575.8,591.95,570.1,581,582,583.35,9757,56.92,891,4478,45.9
GULFPETRO, EQ, 03-Jul-2020,44.15,43.7,45.25,43.55,44.3,44.05,44.14,15613,6.89,307,10862,69.57
GULPOLY, EQ, 03-Jul-2020,35.1,34.25,35.3,34.25,34.65,34.75,34.93,8459,2.95,67,7322,86.56
GVKPIL, EQ, 03-Jul-2020,3.2,3.05,3.05,3.05,3.05,3.05,3.05,3774842,115.13,1842,3484325,92.3
HAL, EQ, 03-Jul-2020,775.3,813.95,865,805.1,847.95,852.4,840,2235848,18781.13,76230,225953,10.11
HARITASEAT, EQ, 03-Jul-2020,362.2,368,372.2,360.45,365.05,367.45,366.44,10090,36.97,420,4938,48.94
HARRMALAYA, EQ, 03-Jul-2020,73.35,73.4,76.45,72.75,73.95,73.5,74.53,107190,79.89,1747,29422,27.45
HATHWAY, EQ, 03-Jul-2020,32.65,33,33,31.7,32,31.95,32.12,1198632,384.98,5341,676753,56.46
HATSUN, EQ, 03-Jul-2020,648.8,635,670,635,652.55,652.2,655.69,10674,69.99,857,5382,50.42
HAVELLS, EQ, 03-Jul-2020,581.05,584,588.95,578.1,580.3,580.05,583.8,1207054,7046.73,21501,237476,19.67
HAVISHA, BE, 03-Jul-2020,0.85,0.85,0.9,0.8,0.85,0.8,0.81,257917,2.08,156, -, -
HBLPOWER, EQ, 03-Jul-2020,16.15,16.5,16.55,15.75,15.95,15.95,16.11,478742,77.1,1146,254495,53.16
HCC, EQ, 03-Jul-2020,6.2,6.25,6.35,5.95,6,6,6.06,3256382,197.4,3036,2607894,80.09
HCG, EQ, 03-Jul-2020,121.65,120.7,122.6,120.7,121.45,121.5,121.81,38906,47.39,278,21900,56.29
HCL-INSYS, BE, 03-Jul-2020,11.8,11.5,12.25,11.25,11.25,11.25,11.57,810025,93.69,1745, -, -
HCLTECH, EQ, 03-Jul-2020,569.2,572,580.55,570.6,578.45,579.15,576.44,3735600,21533.32,53512,1353907,36.24
HDFC, EQ, 03-Jul-2020,1889.45,1905.55,1908,1867.3,1883,1885.2,1884.9,4430264,83506.18,150339,1589559,35.88
HDFCAMC, EQ, 03-Jul-2020,2516.45,2528,2561,2500,2542.55,2543.95,2539.36,428028,10869.17,29540,209513,48.95
HDFCBANK, EQ, 03-Jul-2020,1089.4,1093,1095.8,1070,1075.5,1073.95,1079.3,13798879,148931.63,227183,5292799,38.36
HDFCLIFE, EQ, 03-Jul-2020,547.95,564.95,589.6,558,575.75,572.15,574.91,15663762,90051.96,272940,4085989,26.09
HDFCMFGETF, EQ, 03-Jul-2020,4326.85,4326.85,4340,4315.4,4326.4,4326.55,4329.2,11122,481.49,599,9302,83.64
HDFCNIFETF, EQ, 03-Jul-2020,1104.01,1107.25,1114.31,1104.93,1110.85,1111.39,1107.94,1056,11.7,89,822,77.84
HDFCSENETF, EQ, 03-Jul-2020,3750,3751,3834.99,3750,3770,3770.94,3785.18,175,6.62,42,116,66.29
HDIL, BZ, 03-Jul-2020,3.3,3.45,3.45,3.45,3.45,3.45,3.45,883354,30.48,319, -, -
HEG, EQ, 03-Jul-2020,845.05,849.9,878.8,848,854,856.15,862.8,349628,3016.58,16444,53393,15.27
HEIDELBERG, EQ, 03-Jul-2020,180.4,181.3,182.45,179,180.3,180.5,180.55,335140,605.1,8884,71986,21.48
HERCULES, EQ, 03-Jul-2020,77.5,77,78.35,75.2,75.75,75.9,76.5,45629,34.9,941,25996,56.97
HERITGFOOD, EQ, 03-Jul-2020,260.55,264,265.75,261,265,263.35,263.49,8452,22.27,614,5294,62.64
HEROMOTOCO, EQ, 03-Jul-2020,2671.4,2680,2750,2677.6,2742,2738.25,2718.13,2637811,71699.05,117850,623331,23.63
HESTERBIO, EQ, 03-Jul-2020,1209.1,1210.1,1220.95,1210,1210,1210.35,1211.89,4481,54.3,486,2768,61.77
HEXATRADEX, BE, 03-Jul-2020,19.45,20.4,20.4,18.5,18.5,18.5,19.61,306941,60.2,248, -, -
HEXAWARE, EQ, 03-Jul-2020,335.95,336.95,337,332.1,333.15,334,333.98,551587,1842.17,20107,354060,64.19
HFCL, EQ, 03-Jul-2020,15.9,16.1,16.25,15.25,15.4,15.35,15.61,4869326,759.94,4929,2825433,58.03
HGINFRA, EQ, 03-Jul-2020,199.5,199.9,202.7,198.1,201,200.6,200.41,35755,71.66,1397,21331,59.66
HGS, EQ, 03-Jul-2020,654.8,657,668.8,651.15,660,660.6,659.63,7343,48.44,558,4296,58.5
HHOF1140RG, MF, 03-Jul-2020,6.56,6.11,6.6,6.11,6.41,6.41,6.5,5021,0.33,5,5021,100
HIKAL, EQ, 03-Jul-2020,126.05,127.2,127.2,123.1,123.7,123.65,124.47,433584,539.67,8833,199964,46.12
HIL, EQ, 03-Jul-2020,1201.55,1206,1214.45,1181,1187.75,1186.25,1190.69,10359,123.34,1069,5707,55.09
HILTON, EQ, 03-Jul-2020,10.75,11.25,11.25,10.25,10.25,10.35,10.53,14706,1.55,169,12310,83.71
HIMATSEIDE, EQ, 03-Jul-2020,63.85,64.45,65.55,63.45,63.65,63.9,64.14,234895,150.67,1723,138390,58.92
HINDALCO, EQ, 03-Jul-2020,147.75,148.6,149.45,144.55,146.15,146.4,146.05,10780269,15744.12,65163,2059212,19.1
HINDCOMPOS, EQ, 03-Jul-2020,159.35,162,162.75,153.1,156.1,154.65,156.09,3980,6.21,216,3153,79.22
HINDCOPPER, EQ, 03-Jul-2020,32.75,33.05,34.05,32.55,33.1,33.1,33.35,1566431,522.4,4826,539401,34.44
HINDMOTORS, EQ, 03-Jul-2020,6.7,6.6,6.9,6.4,6.55,6.6,6.59,585694,38.59,1056,358165,61.15
HINDNATGLS, BE, 03-Jul-2020,33.6,35.25,35.25,35.2,35.25,35.25,35.22,5356,1.89,24, -, -
HINDOILEXP, EQ, 03-Jul-2020,66.25,66.6,67.25,64.75,65,65.3,65.64,128492,84.34,1317,74575,58.04
HINDPETRO, EQ, 03-Jul-2020,215.15,217.5,217.8,213,215.7,215.85,215.62,3984647,8591.67,26929,901860,22.63
HINDUNILVR, EQ, 03-Jul-2020,2151.75,2165.5,2188,2156.35,2172.3,2173.7,2172.74,1946326,42288.65,84127,806326,41.43
HINDZINC, EQ, 03-Jul-2020,196.45,196.8,197.5,195,195.5,195.15,195.48,366876,717.16,7357,219431,59.81
HIRECT, EQ, 03-Jul-2020,126.1,130.95,132.4,126.5,127.45,128.85,129.86,28225,36.65,625,19545,69.25
HISARMETAL, EQ, 03-Jul-2020,65.05,65.1,66.65,65,65.15,65.7,65.71,4021,2.64,69,2785,69.26
HITECH, EQ, 03-Jul-2020,115.4,111.5,115,111.5,113.35,113.4,113.78,4081,4.64,90,3079,75.45
HITECHCORP, EQ, 03-Jul-2020,77,78.25,78.25,73.8,77,75.45,75.38,2450,1.85,117,1871,76.37
HITECHGEAR, EQ, 03-Jul-2020,109.7,110,112.75,106.25,106.75,106.85,108.04,11956,12.92,589,8462,70.78
HLVLTD, EQ, 03-Jul-2020,5.4,5.4,5.4,5.2,5.2,5.2,5.28,271651,14.33,291,213260,78.51
HMT, BZ, 03-Jul-2020,15.2,15.3,15.3,14.5,15.1,14.85,15.03,7144,1.07,53, -, -
HMVL, EQ, 03-Jul-2020,51.45,51,52.5,51,51.6,51.5,51.9,22253,11.55,273,16318,73.33
HNDFDS, EQ, 03-Jul-2020,540.4,548.6,548.6,510,534.95,530,528.81,15601,82.5,943,10379,66.53
HNGSNGBEES, EQ, 03-Jul-2020,350.96,342.02,362.85,342.02,357.95,357.9,358.44,218,0.78,42,204,93.58
HONAUT, EQ, 03-Jul-2020,29742,29742,29960,29318.5,29439,29394.1,29464.44,1843,543.03,1049,866,46.99
HONDAPOWER, EQ, 03-Jul-2020,1003.45,1004,1015,981.3,990,992,998.42,7555,75.43,958,1756,23.24
HOTELRUGBY, BE, 03-Jul-2020,1.9,1.9,1.95,1.85,1.85,1.85,1.93,49457,0.95,63, -, -
HOVS, EQ, 03-Jul-2020,43.2,44.45,44.45,41.2,41.8,41.8,42.35,4608,1.95,143,3481,75.54
HPL, EQ, 03-Jul-2020,34.1,34.1,34.95,33.65,34.25,34.2,34.24,55831,19.12,722,37537,67.23
HSCL, EQ, 03-Jul-2020,47.75,48,49.6,47.85,48.5,48.5,48.72,1213497,591.18,5434,366273,30.18
HSIL, EQ, 03-Jul-2020,51.8,52,52.7,51.5,51.65,51.6,51.84,131354,68.1,1079,86113,65.56
HTMEDIA, EQ, 03-Jul-2020,13.2,13.6,13.6,13,13.1,13.15,13.22,37545,4.96,169,26840,71.49
HUBTOWN, EQ, 03-Jul-2020,12.15,13.1,13.35,12.7,13.35,13.35,13.27,405102,53.75,1090,276086,68.15
HUDCO, EQ, 03-Jul-2020,33.25,33.65,34.85,32.8,33.95,34,33.88,5743900,1946.03,14561,1525456,26.56
HUDCO, N2, 03-Jul-2020,1235.97,1244.89,1244.89,1244.8,1244.89,1244.84,1244.85,10,0.12,5,2,20
HUDCO, N3, 03-Jul-2020,1085.95,1085,1085,1084,1085,1084.46,1084.79,471,5.11,20,471,100
HUDCO, N4, 03-Jul-2020,1085.44,1124.9,1181.5,1106,1106,1108.3,1130.88,460,5.2,12,460,100
HUDCO, N9, 03-Jul-2020,1280.61,1400,1400,1262.2,1299,1295.49,1352.02,863,11.67,22,719,83.31
HUDCO, ND, 03-Jul-2020,1350.01,1359.9,1389,1355,1355,1355,1364.34,72,0.98,18,51,70.83
HUDCO, NE, 03-Jul-2020,1485,1421.01,1493.99,1421.01,1482,1482,1474.93,72,1.06,6,61,84.72
IBMFNIFTY, EQ, 03-Jul-2020,121.51,116,122,116,119.06,119.41,119.49,333,0.4,35,193,57.96
IBREALEST, EQ, 03-Jul-2020,53.75,56.4,56.4,53.5,56.4,56.4,56.04,2726642,1528.05,8779,1853666,67.98
IBUCCREDIT, N2, 03-Jul-2020,1135,1134,1134,1134,1134,1134,1134,7,0.08,1,7,100
IBUCCREDIT, N4, 03-Jul-2020,901.39,910.02,910.02,900,900,904.58,904.58,255,2.31,9,255,100
IBUCCREDIT, N6, 03-Jul-2020,827.35,850,850,726,726,726,803.86,300,2.41,9,300,100
IBUCCREDIT, NB, 03-Jul-2020,749,748,748,745,745,745,747.04,53,0.4,4,53,100
IBULHSGFIN, EQ, 03-Jul-2020,225.3,227.25,234.9,214.75,227.8,231.05,225.49,64221613,144813.46,470615,5286936,8.23
IBULHSGFIN, N7, 03-Jul-2020,1100,1199,1199,1199,1199,1199,1199,6,0.07,2,6,100
IBULHSGFIN, N8, 03-Jul-2020,799.99,799.99,799.99,799.99,799.99,799.99,799.99,5,0.04,1,5,100
IBULHSGFIN, NA, 03-Jul-2020,651.6,669.6,670,655,655,655.35,658.97,898,5.92,17,898,100
IBULISL, BE, 03-Jul-2020,59.35,59.35,59.35,56.4,56.4,56.4,56.76,271177,153.91,1063, -, -
IBVENTURES, E3, 03-Jul-2020,44.65,45.35,45.5,41.8,43.5,43.8,43.75,73311,32.07,329,49096,66.97
IBVENTURES, EQ, 03-Jul-2020,118.85,118.6,120.25,112.95,112.95,113.7,115.28,3268805,3768.23,18824,1873105,57.3
ICEMAKE, SM, 03-Jul-2020,34.7,34.05,35.85,34.05,35.85,35.85,35.04,8000,2.8,4,6000,75
ICFL, N1, 03-Jul-2020,943,911.01,950,911.01,940,946.45,942.3,113,1.06,9,113,100
ICFL, N2, 03-Jul-2020,989.8,989,1008.95,979.1,1008.95,1000.08,993.66,582,5.78,40,531,91.24
ICFL, N3, 03-Jul-2020,952,951,951,950,951,951,950.82,55,0.52,7,55,100
ICFL, N4, 03-Jul-2020,870,885,885,870,870,870,876.52,83,0.73,8,83,100
ICFL, N5, 03-Jul-2020,850,802.1,890,802.1,890,890,827.21,42,0.35,2,42,100
ICFL, N6, 03-Jul-2020,978,975,978,975,978,975.65,975.65,150,1.46,4,150,100
ICFL, N7, 03-Jul-2020,900,900,900,900,900,900,900,80,0.72,2,80,100
ICFL, N9, 03-Jul-2020,1076.06,1095,1095,1095,1095,1095,1095,5,0.05,1,5,100
ICFL, NG, 03-Jul-2020,960,955,955,955,955,955,955,1,0.01,1,1,100
ICICI500, EQ, 03-Jul-2020,140.64,140.64,141.13,140,141.13,141.03,140.81,274758,386.89,178,268435,97.7
